Column1,Column2
7.73,2313.504
7.74,2281.025
7.75,2296.676
7.76,2296.65
7.77,2338.079
7.78,2424.095
7.79,2374.323
7.8,2415.815
7.81,2485.937
7.82,2138.152
7.83,2163.335
7.84,2289.328
7.85,2275.816
7.86,2298.455
7.87,2316.762
7.88,2446.583
7.89,2487.003
7.9,2396.435
7.91,2376.146
7.92,2388.453
7.93,2341.299
7.94,2417.508
7.95,2391.617
7.96,2225.913
7.97,2384.679
7.98,2516.006
7.99,2492.438
8,2352.806
8.01,2422.363
8.02,2288.296
8.03,2242.572
8.04,2244.029
8.05,2325.306
8.06,2402.099
8.07,2282.612
8.08,2275.501
8.09,2306.081
8.1,2247.456
8.11,2481.99
8.12,2445.416
8.13,2116.491
8.14,2198.334
8.15,2317.325
8.16,2447.286
8.17,2411.29
8.18,2347.442
8.19,2347.985
8.2,2427.955
8.21,2361.841
8.22,2295.208
8.23,2218.264
8.24,2349.49
8.25,2351.037
8.26,2298.998
8.27,2281.21
8.28,2374.775
8.29,2347.651
8.3,2340.6
8.31,2195.333
8.32,2095.746
8.33,2300.211
8.34,2116.124
8.35,2129.788
8.36,2283.813
8.37,2249.671
8.38,2197.769
8.39,2158.614
8.4,2143.44
8.41,2119.499
8.42,2254.648
8.43,2491.243
8.44,2374.196
8.45,2397.36
8.46,2153.326
8.47,2151.26
8.48,2180.109
8.49,2261.125
8.5,2203.64
8.51,2154.299
8.52,2267.078
8.53,2349.157
8.54,2393.763
8.55,2311.532
8.56,2164.308
8.57,2126.258
8.58,2195.819
8.59,2187.693
8.6,2263.49
8.61,2326.547
8.62,2239.645
8.63,2159.257
8.64,2228.837
8.65,2334.107
8.66,2283.51
8.67,2143.338
8.68,2248.125
8.69,2144.515
8.7,2201.203
8.71,2133.648
8.72,2142.75
8.73,2211.268
8.74,2209.185
8.75,2083.076
8.76,2015.115
8.77,2154.187
8.78,2218.829
8.79,2370.403
8.8,2248.209
8.81,2152.191
8.82,2126.53
8.83,2125.079
8.84,2100.718
8.85,2250.062
8.86,2233.987
8.87,2220.934
8.88,2231.102
8.89,2189.763
8.9,2326.055
8.91,2103.363
8.92,2120.345
8.93,2274.639
8.94,2168.243
8.95,2233.09
8.96,2210.802
8.97,2129.173
8.98,2029.042
8.99,2190.242
9,2324.521
9.01,2293.155
9.02,2041.644
9.03,1981.784
9.04,2182.463
9.05,2278.374
9.06,2269.011
9.07,2261.802
9.08,2288.503
9.09,2148.105
9.1,2320.917
9.11,2136.481
9.12,2222.76
9.13,2130.638
9.14,2142.289
9.15,2353.258
9.16,2289.017
9.17,2179.229
9.18,2156.698
9.19,2215.649
9.2,2250.511
9.21,2179.238
9.22,2202.123
9.23,2240.858
9.24,2285.595
9.25,2177.009
9.26,2159.126
9.27,2261.322
9.28,2320.455
9.29,2245.957
9.3,2066.216
9.31,2196.473
9.32,2133.043
9.33,2051.826
9.34,2089.483
9.35,2145.137
9.36,2266.185
9.37,2369.598
9.38,2250.817
9.39,2123.292
9.4,2237.806
9.41,2357.542
9.42,2315.857
9.43,2209.775
9.44,2137.449
9.45,2195.736
9.46,2284.385
9.47,2326.659
9.48,2269.863
9.49,2237.809
9.5,2208.186
9.51,2210.293
9.52,2067.132
9.53,2123.254
9.54,2122.416
9.55,2231.215
9.56,2207.698
9.57,2093.955
9.58,2177.739
9.59,2231.679
9.6,2401.484
9.61,2269.07
9.62,2156.208
9.63,2224.14
9.64,2230.07
9.65,2223.761
9.66,2154.951
9.67,2075.292
9.68,2082.85
9.69,1959.758
9.7,2106.106
9.71,2120.649
9.72,2278.421
9.73,2328.984
9.74,2142.398
9.75,2244.428
9.76,2296.692
9.77,2172.625
9.78,2158.124
9.79,2233.107
9.8,2311.061
9.81,2312.544
9.82,2346.168
9.83,2253.116
9.84,2180.855
9.85,2193.04
9.86,2164.118
9.87,2109.446
9.88,2182.627
9.89,2280.873
9.9,2240.493
9.91,2168.639
9.92,2144.813
9.93,2201.526
9.94,2163.115
9.95,2106.975
9.96,2139.282
9.97,2118.522
9.98,2163.619
9.99,2203.335
10,2236.196
10.01,2209.491
10.02,2146.722
10.03,2148.685
10.04,2135.321
10.05,2226.205
10.06,2292.603
10.07,2212.194
10.08,2195.127
10.09,2345.359
10.1,2337.487
10.11,2245.884
10.12,2213.92
10.13,2070.508
10.14,2103.278
10.15,2174.011
10.16,2105.997
10.17,2113.759
10.18,2160.079
10.19,2195.578
10.2,2156.677
10.21,2082.678
10.22,2187.511
10.23,2123.977
10.24,2149.461
10.25,2208.232
10.26,2187.964
10.27,2188.112
10.28,2160.246
10.29,2217.55
10.3,2208.722
10.31,2276.938
10.32,2269.874
10.33,2223.927
10.34,2321.031
10.35,2315.195
10.36,2301.644
10.37,2281.085
10.38,2230.54
10.39,2132.565
10.4,2126.094
10.41,2170.157
10.42,2097.814
10.43,2261.885
10.44,2303.832
10.45,2244.603
10.46,2064.721
10.47,2183.05
10.48,2229.806
10.49,2228.665
10.5,2157.825
10.51,2298.175
10.52,2392.926
10.53,2219.618
10.54,2136.899
10.55,2368.972
10.56,2333.267
10.57,2256.5
10.58,2170.473
10.59,2072.429
10.6,1995.585
10.61,2140.007
10.62,2222.855
10.63,2242.529
10.64,2115.844
10.65,2075.125
10.66,2173.042
10.67,2249.376
10.68,2256.539
10.69,2237.285
10.7,2237.896
10.71,2279.905
10.72,2297.993
10.73,2313.642
10.74,2393.883
10.75,2347.593
10.76,2374.121
10.77,2256.582
10.78,2295.604
10.79,2419.511
10.8,2376.771
10.81,2329.566
10.82,2281.71
10.83,2168.808
10.84,2364.512
10.85,2326.945
10.86,2251.784
10.87,2319.454
10.88,2388.067
10.89,2194.582
10.9,2202.431
10.91,2207.756
10.92,2223.357
10.93,2218.887
10.94,2185.586
10.95,2199.952
10.96,2236.564
10.97,2235.595
10.98,2334.982
10.99,2383.183
11,2269.84
11.01,2247.697
11.02,2210.409
11.03,2283.482
11.04,2314.333
11.05,2255.297
11.06,2216.997
11.07,2246.097
11.08,2185.667
11.09,2131.763
11.1,2165.8
11.11,2203.893
11.12,2189.374
11.13,2248.468
11.14,2297.026
11.15,2244.908
11.16,2201.817
11.17,2220.374
11.18,2296.841
11.19,2316.667
11.2,2394.176
11.21,2291.94
11.22,2221.19
11.23,2223.983
11.24,2257.775
11.25,2245.266
11.26,2260.264
11.27,2386.221
11.28,2417.958
11.29,2412.407
11.3,2440.891
11.31,2356.522
11.32,2230.17
11.33,2276.295
11.34,2431.236
11.35,2544.102
11.36,2435.754
11.37,2179.337
11.38,2178.512
11.39,2237.866
11.4,2308.83
11.41,2248.036
11.42,2318.632
11.43,2308.135
11.44,2256.813
11.45,2302.909
11.46,2447.346
11.47,2497.22
11.48,2425.114
11.49,2416.62
11.5,2372.424
11.51,2384.568
11.52,2361.329
11.53,2300.39
11.54,2390.685
11.55,2394.788
11.56,2342.149
11.57,2331.891
11.58,2353.873
11.59,2365.214
11.6,2399.446
11.61,2492.954
11.62,2428.224
11.63,2402.608
11.64,2381.097
11.65,2286.729
11.66,2251.49
11.67,2233.758
11.68,2248.054
11.69,2150.255
11.7,2252.677
11.71,2438.858
11.72,2351.726
11.73,2336.26
11.74,2285.622
11.75,2176.726
11.76,2321.019
11.77,2440.99
11.78,2397.071
11.79,2336.248
11.8,2426.012
11.81,2434.774
11.82,2414.26
11.83,2450.871
11.84,2411.077
11.85,2313.546
11.86,2255.613
11.87,2315.631
11.88,2336.545
11.89,2317.557
11.9,2295.356
11.91,2340.025
11.92,2282.547
11.93,2446.145
11.94,2566.954
11.95,2602.895
11.96,2532.972
11.97,2437.574
11.98,2313.704
11.99,2315.023
12,2313.905
12.01,2429.725
12.02,2436.834
12.03,2420.536
12.04,2429.951
12.05,2321.425
12.06,2306.905
12.07,2310.677
12.08,2286.341
12.09,2204.865
12.1,2283.356
12.11,2249.143
12.12,2272.255
12.13,2383.955
12.14,2464.141
12.15,2437.668
12.16,2367.266
12.17,2401.365
12.18,2405.042
12.19,2371.741
12.2,2398.897
12.21,2420.44
12.22,2407.151
12.23,2358.613
12.24,2278.776
12.25,2332.537
12.26,2327.266
12.27,2357.928
12.28,2316.094
12.29,2275.873
12.3,2305.745
12.31,2396.61
12.32,2529.897
12.33,2536.983
12.34,2420.384
12.35,2383.316
12.36,2296.579
12.37,2286.87
12.38,2342.371
12.39,2416.254
12.4,2429.761
12.41,2323.257
12.42,2290.522
12.43,2391.364
12.44,2395.099
12.45,2343.073
12.46,2389.629
12.47,2407.691
12.48,2421.765
12.49,2458.688
12.5,2490.305
12.51,2485.555
12.52,2484.989
12.53,2467.287
12.54,2466.34
12.55,2414.791
12.56,2361.829
12.57,2382.207
12.58,2482.182
12.59,2517.075
12.6,2482.613
12.61,2448.883
12.62,2382.067
12.63,2410.28
12.64,2437.364
12.65,2440.403
12.66,2409.149
12.67,2512.232
12.68,2428.514
12.69,2300.244
12.7,2425.101
12.71,2444.569
12.72,2374.085
12.73,2453.312
12.74,2448.366
12.75,2449.395
12.76,2472.222
12.77,2423.651
12.78,2390.98
12.79,2395.806
12.8,2420.718
12.81,2360.936
12.82,2302.899
12.83,2335.683
12.84,2343.956
12.85,2394.993
12.86,2467.534
12.87,2427.427
12.88,2330.935
12.89,2331.884
12.9,2335.167
12.91,2383.288
12.92,2445.932
12.93,2447.585
12.94,2357.864
12.95,2403.301
12.96,2507.047
12.97,2469.502
12.98,2390.884
12.99,2420.242
13,2382.01
13.01,2450.144
13.02,2524.446
13.03,2472.326
13.04,2462.135
13.05,2514.247
13.06,2545.509
13.07,2483.914
13.08,2448.785
13.09,2472.022
13.1,2440.593
13.11,2391.418
13.12,2377.778
13.13,2488.995
13.14,2638.509
13.15,2594.349
13.16,2439.907
13.17,2488.241
13.18,2530.99
13.19,2505.556
13.2,2560.504
13.21,2596.773
13.22,2497.81
13.23,2363.466
13.24,2368.027
13.25,2395.942
13.26,2411.281
13.27,2351.137
13.28,2278.506
13.29,2390.773
13.3,2572.279
13.31,2597.665
13.32,2601.487
13.33,2539.3
13.34,2443.833
13.35,2425.371
13.36,2503.214
13.37,2554.836
13.38,2468.567
13.39,2399.303
13.4,2360.115
13.41,2436.137
13.42,2510.447
13.43,2465.203
13.44,2424.038
13.45,2509.453
13.46,2546.286
13.47,2544.402
13.48,2566.667
13.49,2489.905
13.5,2400.194
13.51,2359.422
13.52,2417.732
13.53,2535.691
13.54,2601.588
13.55,2552.893
13.56,2503.031
13.57,2435.967
13.58,2359.658
13.59,2462.005
13.6,2531.024
13.61,2511.562
13.62,2534.652
13.63,2576.927
13.64,2540.275
13.65,2482.928
13.66,2456.953
13.67,2519.061
13.68,2532.579
13.69,2438.962
13.7,2397.048
13.71,2385.604
13.72,2451.306
13.73,2487.312
13.74,2449.392
13.75,2526.615
13.76,2541.347
13.77,2524.114
13.78,2534.946
13.79,2435.669
13.8,2441.961
13.81,2525.563
13.82,2611.005
13.83,2680.657
13.84,2654.6
13.85,2607.704
13.86,2551.683
13.87,2548.086
13.88,2592.031
13.89,2551.501
13.9,2451.732
13.91,2459.394
13.92,2576.154
13.93,2633.244
13.94,2537.647
13.95,2458.433
13.96,2497.524
13.97,2572.57
13.98,2655.781
13.99,2641.469
14,2516.545
14.01,2477.766
14.02,2461.231
14.03,2466.419
14.04,2486.346
14.05,2496.818
14.06,2483.982
14.07,2457.876
14.08,2584.762
14.09,2694.165
14.1,2711.111
14.11,2770.946
14.12,2681.346
14.13,2468.055
14.14,2419.219
14.15,2433.172
14.16,2417.359
14.17,2488.437
14.18,2551.372
14.19,2500.415
14.2,2552.929
14.21,2555.657
14.22,2576.324
14.23,2600.894
14.24,2521.958
14.25,2585.851
14.26,2636.83
14.27,2538.119
14.28,2418.219
14.29,2375.805
14.3,2400.276
14.31,2480.918
14.32,2589.81
14.33,2648.51
14.34,2625.19
14.35,2578.323
14.36,2574.156
14.37,2656.056
14.38,2593.982
14.39,2595.942
14.4,2727.778
14.41,2669.179
14.42,2635.588
14.43,2627.053
14.44,2594.502
14.45,2569.709
14.46,2502.519
14.47,2528.174
14.48,2553.048
14.49,2587.525
14.5,2700.722
14.51,2773.373
14.52,2661.738
14.53,2563.675
14.54,2574.662
14.55,2522.863
14.56,2513.501
14.57,2576.365
14.58,2614.217
14.59,2603.78
14.6,2538.369
14.61,2554.229
14.62,2654.534
14.63,2561.426
14.64,2473.186
14.65,2541.889
14.66,2615.918
14.67,2639.005
14.68,2639.586
14.69,2582.48
14.7,2558.725
14.71,2573.029
14.72,2595.089
14.73,2630.971
14.74,2630.135
14.75,2614.525
14.76,2591.234
14.77,2603.802
14.78,2647.004
14.79,2577.154
14.8,2433.832
14.81,2470.845
14.82,2534.655
14.83,2640.946
14.84,2692.339
14.85,2606.436
14.86,2549.019
14.87,2566.962
14.88,2585.609
14.89,2663.784
14.9,2724.684
14.91,2687.166
14.92,2665.772
14.93,2548.697
14.94,2531.184
14.95,2569.024
14.96,2616.699
14.97,2688.904
14.98,2772.222
14.99,2758.956
15,2668.32
15.01,2598.501
15.02,2712.588
15.03,2732.181
15.04,2634.323
15.05,2668.38
15.06,2649.132
15.07,2567.604
15.08,2623.104
15.09,2698.75
15.1,2677.649
15.11,2644.037
15.12,2699.54
15.13,2680.207
15.14,2575.478
15.15,2637.84
15.16,2718.674
15.17,2764.967
15.18,2659.975
15.19,2610.637
15.2,2725.092
15.21,2700.752
15.22,2569.358
15.23,2596.619
15.24,2568.094
15.25,2528.175
15.26,2480.433
15.27,2576.313
15.28,2698.299
15.29,2623.933
15.3,2574.348
15.31,2638.921
15.32,2643.485
15.33,2629.594
15.34,2753.225
15.35,2735.8
15.36,2570.229
15.37,2580.581
15.38,2623.392
15.39,2653.58
15.4,2655.91
15.41,2688.271
15.42,2725.82
15.43,2692.939
15.44,2652.513
15.45,2683.599
15.46,2651.886
15.47,2610.793
15.48,2646.803
15.49,2573.944
15.5,2637.365
15.51,2764.603
15.52,2674.043
15.53,2569.423
15.54,2642.452
15.55,2612.729
15.56,2637.714
15.57,2763.137
15.58,2807.453
15.59,2807.363
15.6,2772.224
15.61,2744.502
15.62,2709.271
15.63,2738.56
15.64,2789.107
15.65,2715.479
15.66,2667.832
15.67,2787.753
15.68,2852.812
15.69,2722.044
15.7,2691.568
15.71,2841.861
15.72,2761.758
15.73,2722.456
15.74,2668.677
15.75,2620.068
15.76,2755.015
15.77,2800.995
15.78,2731.073
15.79,2823.279
15.8,2803.229
15.81,2717.263
15.82,2726.31
15.83,2667.969
15.84,2729.459
15.85,2848.655
15.86,2859.583
15.87,2764.985
15.88,2714.333
15.89,2780.899
15.9,2714.456
15.91,2712.223
15.92,2677.265
15.93,2668.2
15.94,2683.086
15.95,2636.377
15.96,2701.335
15.97,2770.533
15.98,2821.962
15.99,2810.63
16,2848.387
16.01,2839.625
16.02,2794.167
16.03,2701.544
16.04,2660.304
16.05,2664.142
16.06,2767.568
16.07,2723.066
16.08,2690.773
16.09,2651.357
16.1,2687.991
16.11,2712.372
16.12,2733.662
16.13,2720.9
16.14,2785.565
16.15,2843.911
16.16,2842.941
16.17,2866.72
16.18,2807.179
16.19,2766.667
16.2,2762.19
16.21,2739.597
16.22,2722.952
16.23,2730.495
16.24,2686.069
16.25,2793.569
16.26,2892.72
16.27,2824.373
16.28,2687.445
16.29,2720.719
16.3,2813.459
16.31,2780.777
16.32,2782.839
16.33,2723.735
16.34,2775.413
16.35,2873.675
16.36,2851.182
16.37,2702.769
16.38,2656.896
16.39,2682.048
16.4,2659.529
16.41,2771.09
16.42,2953.193
16.43,2906.623
16.44,2928.279
16.45,2852.298
16.46,2794.917
16.47,2806.865
16.48,2627.25
16.49,2717.732
16.5,2882.961
16.51,2849.957
16.52,2931.312
16.53,2968.866
16.54,2967.43
16.55,2885.46
16.56,2921.305
16.57,2923.851
16.58,2810.356
16.59,2795.169
16.6,2832.916
16.61,2888.889
16.62,2841.854
16.63,2669.156
16.64,2637.663
16.65,2645.528
16.66,2688.889
16.67,2675.609
16.68,2701.051
16.69,2959.496
16.7,2919.065
16.71,2850.106
16.72,2805.364
16.73,2838.57
16.74,2755.461
16.75,2833.096
16.76,2796.13
16.77,2756.083
16.78,2805.12
16.79,2751.364
16.8,2818.047
16.81,2867.574
16.82,2787.796
16.83,2839.953
16.84,2966.743
16.85,2894.788
16.86,2784.425
16.87,2807.336
16.88,2907.071
16.89,2961.568
16.9,2767.11
16.91,2730.707
16.92,2777.212
16.93,2825.367
16.94,2820.129
16.95,2722.311
16.96,2665.45
16.97,2707.737
16.98,2607.675
16.99,2690.944
17,2846.25
17.01,3015.584
17.02,2823.402
17.03,2769.882
17.04,2756.874
17.05,2867.641
17.06,2852.851
17.07,2773.623
17.08,2818.989
17.09,2716.746
17.1,2578.211
17.11,2698.267
17.12,2762.146
17.13,2874.063
17.14,2969.622
17.15,2860.882
17.16,2934.467
17.17,2877.027
17.18,2858.76
17.19,2928.002
17.2,2885
17.21,2818.699
17.22,2876.708
17.23,2819.75
17.24,2866.667
17.25,2855.597
17.26,2806.28
17.27,2867.187
17.28,2827.227
17.29,2789.224
17.3,2948.359
17.31,2911.196
17.32,2756.467
17.33,2790.434
17.34,2763.483
17.35,2769.717
17.36,2919.088
17.37,2887.562
17.38,2809.569
17.39,2818.36
17.4,2934.851
17.41,2936.166
17.42,2867.658
17.43,2785.913
17.44,2908.175
17.45,2888.889
17.46,2880.951
17.47,2824.2
17.48,2807.802
17.49,2878.688
17.5,3009.059
17.51,3045.287
17.52,2860.347
17.53,2907.331
17.54,2997.984
17.55,2977.341
17.56,2929.376
17.57,2896.733
17.58,2862.515
17.59,2792.735
17.6,2819.683
17.61,2802.514
17.62,2837.158
17.63,2956.788
17.64,2953.859
17.65,2847.585
17.66,2846.298
17.67,2985.22
17.68,2870.471
17.69,2943.055
17.7,2883.906
17.71,2897.95
17.72,2984.499
17.73,3033.368
17.74,2918.548
17.75,2784.958
17.76,2808.562
17.77,2901.053
17.78,3015.099
17.79,2997.934
17.8,2975.227
17.81,2951.512
17.82,2958.206
17.83,2857.479
17.84,2718.171
17.85,2845.21
17.86,2813.353
17.87,3015.734
17.88,2984.846
17.89,2758.279
17.9,2781.278
17.91,2699.3
17.92,2768.176
17.93,2913.664
17.94,2868.479
17.95,2757.638
17.96,2800.15
17.97,3006.264
17.98,2938.082
17.99,2853.599
18,2842.027
18.01,3023.862
18.02,2892.582
18.03,2861.905
18.04,2799.845
18.05,2883.792
18.06,2971.527
18.07,2953.263
18.08,2838.693
18.09,2923.865
18.1,2938.716
18.11,2758.084
18.12,2803.098
18.13,2855.252
18.14,2853.27
18.15,2909.656
18.16,2883.333
18.17,2884.726
18.18,2912.744
18.19,2949.496
18.2,3042.473
18.21,2886.609
18.22,2835.925
18.23,2775.833
18.24,2851.336
18.25,2752.362
18.26,2685.985
18.27,2884.411
18.28,2914.668
18.29,3003.323
18.3,2938.939
18.31,2794.598
18.32,2953.899
18.33,2906.977
18.34,2950.343
18.35,2960.451
18.36,2935.713
18.37,2826.863
18.38,2797.368
18.39,2905.975
18.4,2922.623
18.41,2941.434
18.42,3047.703
18.43,2943.298
18.44,2891.055
18.45,2997.553
18.46,2866.954
18.47,2885.388
18.48,3008.87
18.49,2860.651
18.5,2829.467
18.51,2961.751
18.52,3016.897
18.53,3038.169
18.54,2961.021
18.55,2950
18.56,2950.324
18.57,3005.451
18.58,2983.077
18.59,2911.031
18.6,2877.983
18.61,3038.88
18.62,2972.29
18.63,2811.458
18.64,3004.916
18.65,3011.086
18.66,2922.718
18.67,3049.142
18.68,2895.667
18.69,2999.05
18.7,2939.509
18.71,3004.803
18.72,3005.556
18.73,3071.318
18.74,2984.641
18.75,2934.126
18.76,2906.028
18.77,2801.915
18.78,2805.448
18.79,2859.976
18.8,2953.518
18.81,2933.838
18.82,2868.258
18.83,2926.249
18.84,2992.701
18.85,2924.194
18.86,2960.005
18.87,3025.805
18.88,2979.315
18.89,2870.209
18.9,2947.247
18.91,2998.291
18.92,2946.407
18.93,2757.092
18.94,2889.011
18.95,2969.207
18.96,2961.555
18.97,2982.421
18.98,2978.012
18.99,2903.372
19,2809.759
19.01,2863.877
19.02,2713.096
19.03,2705.556
19.04,2895.735
19.05,2968.872
19.06,2972.222
19.07,3003.804
19.08,3126.472
19.09,3128.083
19.1,2923.244
19.11,2790.636
19.12,2804.26
19.13,3035.468
19.14,3050
19.15,2982.238
19.16,2858.038
19.17,2787.604
19.18,2887.199
19.19,2956.687
19.2,2950.75
19.21,3043.134
19.22,2962.149
19.23,2852.33
19.24,3030.02
19.25,3065.038
19.26,2953.542
19.27,2985.53
19.28,2891.433
19.29,2888.456
19.3,2950.286
19.31,2940.226
19.32,2964.407
19.33,3058.416
19.34,2980.124
19.35,2880.704
19.36,2801.131
19.37,2774.158
19.38,2893.784
19.39,2880.262
19.4,3049.554
19.41,3197.858
19.42,3075.047
19.43,2955.419
19.44,2949.471
19.45,2944.98
19.46,2849.184
19.47,2733.736
19.48,2867.246
19.49,3053.143
19.5,3057.258
19.51,2791.534
19.52,2935.24
19.53,2861.151
19.54,2835.113
19.55,3076.167
19.56,2932.328
19.57,2881.454
19.58,2843.222
19.59,2764.938
19.6,2844.18
19.61,2939.147
19.62,3092.41
19.63,3042.452
19.64,2940.275
19.65,2893.538
19.66,2864.464
19.67,2739.15
19.68,2829.406
19.69,2985.545
19.7,2966.683
19.71,3198.891
19.72,3044.332
19.73,2924.712
19.74,2954.611
19.75,3096.262
19.76,3058.822
19.77,3021.117
19.78,2939.748
19.79,2913.375
19.8,3112.481
19.81,3072.624
19.82,2979.824
19.83,2957.116
19.84,2993.705
19.85,3000
19.86,2942.931
19.87,2786.107
19.88,2841.738
19.89,2940.809
19.9,2865.689
19.91,2854.723
19.92,2879.14
19.93,2897.465
19.94,2923.52
19.95,2725.787
19.96,2820.236
19.97,2844.444
19.98,2825.732
19.99,2882.952
20,3053.056
20.01,3106.626
20.02,3115.763
20.03,3149.186
20.04,3113.803
20.05,2971.209
20.06,2879.678
20.07,3009.876
20.08,2997.37
20.09,2892.149
20.1,2955.025
20.11,2953.847
20.12,2844.495
20.13,2909.255
20.14,2955.223
20.15,2901.731
20.16,2943.623
20.17,2873.571
20.18,2969.26
20.19,3117.07
20.2,2899.544
20.21,2957.662
20.22,3037.6
20.23,2891.951
20.24,2846.537
20.25,2957.011
20.26,3050.776
20.27,3026.26
20.28,2931.487
20.29,2839.485
20.3,2916.095
20.31,2934.425
20.32,2799.62
20.33,2869.03
20.34,2872.224
20.35,2964.293
20.36,3042.061
20.37,3002.461
20.38,2935.873
20.39,2953.103
20.4,3040.4
20.41,3034.72
20.42,3062.913
20.43,2993.285
20.44,2906.539
20.45,2871.399
20.46,2932.154
20.47,3072.06
20.48,3075.086
20.49,3044.936
20.5,2969.454
20.51,2837.337
20.52,2809.882
20.53,2802.471
20.54,2860.39
20.55,2938.076
20.56,2934.053
20.57,2906.308
